"word","id","property","object","question","sparql"
"invasion","198","  ","[Bay_of_Pigs_Invasion]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Cuban_Missile_Crisis date ?x . Bay_of_Pigs_Invasion date ?y FILTER ( ?x < ?y ) }","Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?"
"iran","262","  ","[dbr:Geography_of_Iran]","PREFIX dbr: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT ?border WHERE { dbr:Geography_of_Iran dbp:borders ?border } LIMIT 8","With how many countries Iran has borders?"
"iraq","283","  ","[dbr:Iraq]","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?pIraq WHERE { dbr:Iraq populationTotal ?pIraq }","how much is the population  Iraq?"
"ireland","80","  ","[Beer_in_Ireland]","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/type> <http://dbpedia.org/resource/Beer> ; <http://dbpedia.org/ontology/origin> <http://dbpedia.org/resource/Beer_in_Ireland> }","Which beer originated in Ireland?"
"isar","268","  ","[Isar]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> ASK WHERE { ?x inflow Isar ; rdf:type Lake }","Does the Isar flow into a lake?"
"island","59","  ","[Island]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Island> ; <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Japan> }","Give me all islands that belong to Japan."
"istanbul","100","  ","[Istanbul]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Writer> { ?uri <http://dbpedia.org/ontology/almaMater> ?x } UNION { ?uri <http://dbpedia.org/ontology/education> ?x } { ?x <http://dbpedia.org/ontology/city> <http://dbpedia.org/resource/Istanbul> } UNION { ?x <http://dbpedia.org/property/city> <http://dbpedia.org/resource/Istanbul> } }","Which writers studied in Istanbul?"
"italy","289","  ","[Italy]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Mountain ; locatedInArea Italy ; elevation ?num } ORDER BY DESC(?num) OFFSET 0 LIMIT 1","What is the highest mountain in Italy?"
"iycm","322","  ","[""IYCM""]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri abbreviation ""IYCM"" }","What does IYCM stand for?"
"japan","47","  ","[Japan]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Volcano> ; <http://dbpedia.org/ontology/locatedInArea> <http://dbpedia.org/resource/Japan> ; <http://dbpedia.org/ontology/eruptionYear> ?date FILTER ( year(?date) >= 2000 ) }","Which volcanos in Japan erupted since 2000?"
"  ","59","  ","[Japan]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Island> ; <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Japan> }","Give me all islands that belong to Japan."
"japanese","406","  ","[Japanese_language]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Country ; language Japanese_language }","In which countries do people speak Japanese?"
"javascript","122","  ","[JavaScript]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/ProgrammingLanguage> ; <http://dbpedia.org/ontology/influenced> <http://dbpedia.org/resource/JavaScript> }","Which programming languages influenced Javascript?"
"jersey","173","  ","[New_Jersey]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type City ; isPartOf New_Jersey ; populationTotal ?inhabitants FILTER ( ?inhabitants > 100000 ) }","Give me all cities in New Jersey with more than 100000 inhabitants."
"jew","104","  ","[""Jewish""@en]","ASK WHERE { <http://dbpedia.org/resource/Marc_Chagall> <http://dbpedia.org/property/ethnicity> ""Jewish""@en }","Was Marc Chagall a jew?"
"jfk","77","  ","[John_F._Kennedy]","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/deathPlace> ?uri }","Where was JFK assassinated?"
"jupiter","156","  ","[Jupiter]","SELECT DISTINCT ?n WHERE { ?uri <http://dbpedia.org/property/satelliteOf> <http://dbpedia.org/resource/Jupiter> ; <http://dbpedia.org/ontology/mass> ?n } ORDER BY ASC(?n) OFFSET 0 LIMIT 1","How heavy is Jupiter's lightest moon?"
"khalifa","340","  ","[Burj_Khalifa]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { Burj_Khalifa floorCount ?burj . ?uri rdf:type Building ; floorCount ?proj FILTER ( ?proj < ?burj ) } ORDER BY DESC(?proj) LIMIT 1","Which building after the Burj Khalifa has the most floors?"
"king","178","  ","[Royalty, King_of_Rome]","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/title> <http://dbpedia.org/resource/King_of_Rome> }","List the seven kings of Rome."
"  ","192","  ","[Royalty, King_of_Rome]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { Netherlands leader ?uri . ?uri rdf:type Royalty }","Who is the king of the Netherlands?"
"  ","219","  ","[Royalty, King_of_Rome]","PREFIX  <http://dbpedia.org/ontology/> PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Royalty ; rdf:type yago:WikicatEnglishMonarchs ; activeYearsStartYear ?date } ORDER BY ASC(?date) OFFSET 0 LIMIT 1","Who was the first King of England?"
"label","394","  ","[RecordLabel]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type RecordLabel ; genre Grunge ; country Canada }","Give me all Canadian Grunge record labels."
"lake","28","  ","[Lake_Placid_(Texas), Lake, Limerick_Lake, Lake_Baikal]","PREFIX  <http://dbpedia.org/ontology/> SELECT DISTINCT ?n WHERE { <http://dbpedia.org/resource/Lake_Placid_(Texas)> maximumDepth ?n }","How deep is Lake Placid?"
"  ","57","  ","[Lake_Placid_(Texas), Lake, Limerick_Lake, Lake_Baikal]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/River> . ?x <http://dbpedia.org/ontology/inflow> ?uri ; a <http://dbpedia.org/ontology/Lake> ; <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> }","Which rivers flow into a German lake?"
"  ","143","  ","[Lake_Placid_(Texas), Lake, Limerick_Lake, Lake_Baikal]","SELECT DISTINCT ?uri WHERE { { ?uri a <http://dbpedia.org/ontology/Lake> ; <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Denmark> } UNION { ?uri a <http://dbpedia.org/class/yago/LakesOfDenmark> } }","Give me a list of all lakes in Denmark."
"  ","268","  ","[Lake_Placid_(Texas), Lake, Limerick_Lake, Lake_Baikal]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> ASK WHERE { ?x inflow Isar ; rdf:type Lake }","Does the Isar flow into a lake?"
"  ","294","  ","[Lake_Placid_(Texas), Lake, Limerick_Lake, Lake_Baikal]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Limerick_Lake country ?uri }","In which country is the Limerick Lake?"
"  ","346","  ","[Lake_Placid_(Texas), Lake, Limerick_Lake, Lake_Baikal]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Lake_Baikal areaTotal ?a1 . Great_Bear_Lake areaTotal ?a2 FILTER ( ?a1 > ?a2 ) }","Is Lake Baikal bigger than the Great Bear Lake?"
"language","114","  ","[ProgrammingLanguage, Language]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/ProgrammingLanguage> { ?uri <http://dbpedia.org/ontology/influencedBy> <http://dbpedia.org/resource/Perl> } UNION { <http://dbpedia.org/resource/Perl> <http://dbpedia.org/ontology/influenced> ?uri } }","Which programming languages were influenced by Perl?"
"  ","122","  ","[ProgrammingLanguage, Language]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/ProgrammingLanguage> ; <http://dbpedia.org/ontology/influenced> <http://dbpedia.org/resource/JavaScript> }","Which programming languages influenced Javascript?"
"  ","168","  ","[ProgrammingLanguage, Language]","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri a <http://dbpedia.org/ontology/ProgrammingLanguage> }","How many programming languages are there?"
"  ","385","  ","[ProgrammingLanguage, Language]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri rdf:type Language . Colombia language ?uri }","How many languages are spoken in Colombia?"
"latvia","138","  ","[Latvia]","SELECT DISTINCT ?date WHERE { <http://dbpedia.org/resource/Latvia> <http://dbpedia.org/property/accessioneudate> ?date }","When did Latvia join the EU?"
"launch","231","  ","[LaunchPad]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type LaunchPad ; operator NASA }","Give me all launch pads operated by NASA."
"league","64","  ","[Premier_League]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/SoccerClub> ; <http://dbpedia.org/ontology/league> <http://dbpedia.org/resource/Premier_League> }","Give me all soccer clubs in the Premier League."
"lego","329","  ","[The_Lego_Movie]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?n WHERE { The_Lego_Movie budget ?n }","How much did the Lego Movie cost?"
"les","195","  ","[The_Pillars_of_the_Earth]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { The_Pillars_of_the_Earth author ?uri }","Who wrote the book Les Piliers de la terre?"
"liberty","35","  ","[Statue_of_Liberty]","SELECT DISTINCT ?date WHERE { <http://dbpedia.org/resource/Statue_of_Liberty> <http://dbpedia.org/property/beginningDate> ?date }","When was the Statue of Liberty built?"
"library","113","  ","[Library]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Library> ; <http://dbpedia.org/property/established> ?year FILTER ( ?year < 1400 ) }","Give me all libraries established earlier than 1400."
"lighthouse","298","  ","[Colombo_Lighthouse]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?num WHERE { Colombo_Lighthouse height ?num }","How high is the lighthouse in Colombo?"
"limerick","294","  ","[Limerick_Lake]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Limerick_Lake country ?uri }","In which country is the Limerick Lake?"
"lisbon","155","  ","[Lisbon]","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Lisbon> <http://dbpedia.org/property/leaderParty> ?uri }","What is the ruling party in Lisbon?"
"literature","33","  ","[Nobel_Prize_in_Literature]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Writer> ; <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Nobel_Prize_in_Literature> }","Give me all writers that won the Nobel Prize in literature."
"london","29","  ","[London]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Museum> ; <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/London> }","Show me all museums in London."
"lufthansa","373","  ","[Lufthansa]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Lufthansa subsidiary ?uri . ?uri targetAirport Dortmund_Airport ; targetAirport Berlin_Tegel_Airport }","Which subsidiary of Lufthansa serves both Dortmund and Berlin Tegel?"
"madrid","146","  ","[Real_Madrid_C.F.]","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Real_Madrid_C.F.> <http://dbpedia.org/ontology/manager> ?uri }","Who is the manager of Real Madrid?"
"  ","334","  ","[Real_Madrid_C.F.]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Neymar team <http://dbpedia.org/resource/Real_Madrid_C.F.> }","Does Neymar play for Real Madrid?"
"malaysia","360","  ","[dbr:Malaysia]","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> ASK WHERE { ?uri assembly dbr:Malaysia ; manufacturer dbr:Ford_Motor_Company }","Does the Ford Motor Company have a manufacturing plant in Malaysia?"
"malta","139","  ","[Malta]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/SoccerPlayer> ; <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Malta> }","Which soccer players were born on Malta?"
"manager","146","  ","[manager]","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Real_Madrid_C.F.> <http://dbpedia.org/ontology/manager> ?uri }","Who is the manager of Real Madrid?"
"manhattan","328","  ","[Manhattan_Project]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri knownFor Manhattan_Project ; rdf:type Scientist ; knownFor Nobel_Peace_Prize }","Which scientist is known for the Manhattan Project and the Nobel Peace Prize?"
"marine","304","  ","[Yokohama_Marine_Tower]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?num WHERE { Yokohama_Marine_Tower height ?num }","How high is the Yokohama Marine Tower?"
"match","281","  ","[dbr:2018_FIFA_World_Cup]","PREFIX dbr: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT ?Date WHERE { dbr:2018_FIFA_World_Cup dbp:date ?Date } ORDER BY DESC(?Date) LIMIT 1","When will start the final match of the football world cup 2018?"
"mckinley","115","  ","[Mount_McKinley]","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Mount_McKinley> wikiPageRedirects ?x . ?x <http://dbpedia.org/ontology/locatedInArea> ?uri. ?uri rdf:type yago:WikicatStatesOfTheUnitedStates }","In which U.S. state is Mount McKinley located?"
"mean","295","  ","[Mean_Hamster_Software]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type VideoGame ; publisher Mean_Hamster_Software }","Give me all video games published by Mean Hamster Software."
"mecca","203","  ","[Mecca]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Mecca country ?uri }","In which country is Mecca located?"
"melbourne","353","  ","[Melbourne,_Florida]","PREFIX  <http://dbpedia.org/ontology/> SELECT ?uri WHERE { <http://dbpedia.org/resource/Melbourne,_Florida> populationTotal ?uri }","What is the total population of Melbourne, Florida?"
"melon","276","  ","[Melon_de_Bourgogne]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Melon_de_Bourgogne wineRegion ?uri }","From which region is the Melon de Bourgogne?"
"metalcore","101","  ","[Metalcore]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Band> ; <http://dbpedia.org/ontology/genre> <http://dbpedia.org/resource/Metalcore> { ?uri <http://dbpedia.org/ontology/hometown> <http://dbpedia.org/resource/Australia> } UNION { ?uri <http://dbpedia.org/ontology/hometown> ?h . ?h <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> } }","Give me all Australian metalcore bands."
"metro","349","  ","[dbr:Rapid_transit]","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT ?loc WHERE { ?uri type dbr:Rapid_transit ; openingYear ?date ; location ?loc . ?loc rdf:type City } ORDER BY ASC(?date) LIMIT 1","Which city has the oldest running metro?"
"mexico","327","  ","[dbr:States_of_Mexico]","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT (COUNT(?uri) AS ?count) WHERE { ?uri type dbr:States_of_Mexico }","How many states are in Mexico?"
"mi6","364","  ","[Secret_Intelligence_Service]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { Secret_Intelligence_Service headquarter ?uri . ?uri country United_Kingdom }","In which UK city are the headquarters of the MI6?"
"miffy","271","  ","[Miffy]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Miffy creator ?x . ?x nationality ?uri }","Which country does the creator of Miffy come from?"
"minecraft","37","  ","[Minecraft]","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Minecraft> <http://dbpedia.org/ontology/developer> ?uri }","Who developed Minecraft?"
"ming","368","  ","[Ming_dynasty]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?date WHERE { Ming_dynasty dissolutionDate ?date }","When did the Ming dynasty dissolve?"
"minister","132","  ","[Prime_Minister_of_Spain, Federal_Ministry_of_Finance_(Germany)]","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Prime_Minister_of_Spain> <http://dbpedia.org/property/residence> ?uri }","Where is the residence of the prime minister of Spain?"
"  ","202","  ","[Prime_Minister_of_Spain, Federal_Ministry_of_Finance_(Germany)]","PREFIX  <http://dbpedia.org/ontology/> SELECT ?leader WHERE { <http://dbpedia.org/resource/Federal_Ministry_of_Finance_(Germany)> leader ?leader }","Who is the current federal minister of finance in Germany?"
"missile","198","  ","[Cuban_Missile_Crisis]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Cuban_Missile_Crisis date ?x . Bay_of_Pigs_Invasion date ?y FILTER ( ?x < ?y ) }","Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?"
"monarch","17","  ","[Monarch]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Monarch ; spouse ?spouse { ?spouse birthPlace Germany } UNION { ?spouse birthPlace ?p . ?p country Germany } }","Which monarchs were married to a German?"
"moscow","40","  ","[Moscow]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Swimmer> ; <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Moscow> }","Give all swimmers that were born in Moscow."
"motor","360","  ","[dbr:Ford_Motor_Company]","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> ASK WHERE { ?uri assembly dbr:Malaysia ; manufacturer dbr:Ford_Motor_Company }","Does the Ford Motor Company have a manufacturing plant in Malaysia?"
"mount","115","  ","[Mount_McKinley, Mount_Everest]","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Mount_McKinley> wikiPageRedirects ?x . ?x <http://dbpedia.org/ontology/locatedInArea> ?uri. ?uri rdf:type yago:WikicatStatesOfTheUnitedStates }","In which U.S. state is Mount McKinley located?"
"  ","354","  ","[Mount_McKinley, Mount_Everest]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { Mount_Everest locatedInArea ?uri . ?uri rdf:type Country }","What country is Mount Everest in?"
"  ","384","  ","[Mount_McKinley, Mount_Everest]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Mount_Everest firstAscentPerson ?uri }","Who was the first to climb Mount Everest?"
"mountain","81","  ","[Himalayas, Mountain, Mountain, Mountain]","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Himalayas> <http://dbpedia.org/ontology/country> ?uri }","To which countries does the Himalayan mountain system extend?"
"  ","120","  ","[Himalayas, Mountain, Mountain, Mountain]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Mountain> ; <http://dbpedia.org/ontology/elevation> ?elevation } ORDER BY DESC(?elevation) OFFSET 0 LIMIT 1","What is the highest mountain?"
"  ","165","  ","[Himalayas, Mountain, Mountain, Mountain]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Mountain> ; <http://dbpedia.org/ontology/elevation> ?elevation } ORDER BY DESC(?elevation) OFFSET 1 LIMIT 1","What is the second highest mountain on Earth?"
"  ","174","  ","[Himalayas, Mountain, Mountain, Mountain]","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Nanga_Parbat> <http://dbpedia.org/ontology/elevation> ?elevation . ?uri a <http://dbpedia.org/ontology/Mountain> { ?uri <http://dbpedia.org/ontology/elevation> ?otherelevation } UNION { ?uri <http://dbpedia.org/property/elevationM> ?otherelevation } FILTER ( ?otherelevation > ?elevation ) }","Which mountains are higher than the Nanga Parbat?"
"  ","289","  ","[Himalayas, Mountain, Mountain, Mountain]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Mountain ; locatedInArea Italy ; elevation ?num } ORDER BY DESC(?num) OFFSET 0 LIMIT 1","What is the highest mountain in Italy?"
"  ","400","  ","[Himalayas, Mountain, Mountain, Mountain]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Mountain ; locatedInArea Australia ; elevation ?elevation } ORDER BY DESC(?elevation) LIMIT 1","What is the highest mountain in Australia?"
"movie","12","  ","[The_Lego_Movie, object=Film]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Film ; starring Brad_Pitt ; director Guy_Ritchie }","Which movies starring Brad Pitt were directed by Guy Ritchie?"
"  ","39","  ","[The_Lego_Movie, object=Film]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Jesse_Eisenberg> }","What movies does Jesse Eisenberg play in?"
"  ","51","  ","[The_Lego_Movie, object=Film]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Denmark> }","Give me all Danish movies."
"  ","133","  ","[The_Lego_Movie, object=Film]","SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Actor> . ?f <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?f <http://dbpedia.org/ontology/starring> ?uri . } ORDER BY DESC(COUNT(DISTINCT(?f))) OFFSET 0 LIMIT 1","Which actor was casted in the most movies?"
"  ","171","  ","[The_Lego_Movie, object=Film]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Tom_Cruise> }","Give me all movies with Tom Cruise."
"  ","213","  ","[The_Lego_Movie, object=Film]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Film ; director Francis_Ford_Coppola }","Give me all movies directed by Francis Ford Coppola."
"  ","329","  ","[The_Lego_Movie, object=Film]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?n WHERE { The_Lego_Movie budget ?n }","How much did the Lego Movie cost?"
"  ","345","  ","[The_Lego_Movie, object=Film]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?film rdf:type Film ; country Spain ; producer Benicio_del_Toro ; starring ?uri . ?uri rdf:type Person }","Who is starring in Spanish movies produced by Benicio del Toro?"
"  ","389","  ","[The_Lego_Movie, object=Film]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Film ; starring Mickey_Rourke ; director Guy_Ritchie }","Which movies starring Mickey Rourke were directed by Guy Ritchie?"
"  ","411","  ","[The_Lego_Movie, object=Film]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Film ; starring Alec_Guinness ; releaseDate ?date } ORDER BY DESC(?date) LIMIT 1","What was the last movie with Alec Guinness?"
"munich","54","  ","[Munich]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> { ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Munich> } UNION { ?uri <http://dbpedia.org/ontology/headquarter> <http://dbpedia.org/resource/Munich> } UNION { ?uri <http://dbpedia.org/ontology/locationCity> <http://dbpedia.org/resource/Munich> } }","Give me all companies in Munich."
"museum","29","  ","[Museum]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Museum> ; <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/London> }","Show me all museums in London."
"  ","76","  ","[Museum]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Museum> ; <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Paris> }","How many museums does Paris have?"
