id,questions,sparq,answer
795,Was waren die Produzenten von Differenzkontrakt?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contract_for_difference>    },Score Priority
796,Welche Organisation ist der Produzent von Differenzkontrakt?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contract_for_difference>    },Score Priority
797,Welche Organisation war der Produzent von Differenzkontrakt?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contract_for_difference>    },Score Priority
798,Welche Organisationen sind die Produzenten von Differenzkontrakt?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contract_for_difference>    },Score Priority
799,Welche Organisationen waren die Produzenten von Differenzkontrakt?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contract_for_difference>    },Score Priority
800,Gib mir den Produzenten von Vertragsmanagement?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contract_management>    },Coupa
801,Gib mir die Produzenten von Vertragsmanagement?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contract_management>    },Coupa
802,Was ist der Produzent von Vertragsmanagement?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contract_management>    },Coupa
803,Was sind die Produzenten von Vertragsmanagement?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contract_management>    },Coupa
804,Was war der Produzent von Vertragsmanagement?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contract_management>    },Coupa
805,Was waren die Produzenten von Vertragsmanagement?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contract_management>    },Coupa
806,Welche Organisation ist der Produzent von Vertragsmanagement?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contract_management>    },Coupa
807,Welche Organisation war der Produzent von Vertragsmanagement?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contract_management>    },Coupa
808,Welche Organisationen sind die Produzenten von Vertragsmanagement?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contract_management>    },Coupa
809,Welche Organisationen waren die Produzenten von Vertragsmanagement?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contract_management>    },Coupa
810,Gib mir den Produzenten von Querlenker?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_arm>    },F&P Manufacturing Inc.
811,Gib mir die Produzenten von Querlenker?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_arm>    },F&P Manufacturing Inc.
812,Was ist der Produzent von Querlenker?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_arm>    },F&P Manufacturing Inc.
813,Was sind die Produzenten von Querlenker?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_arm>    },F&P Manufacturing Inc.
814,Was war der Produzent von Querlenker?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_arm>    },F&P Manufacturing Inc.
815,Was waren die Produzenten von Querlenker?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_arm>    },F&P Manufacturing Inc.
816,Welche Organisation ist der Produzent von Querlenker?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_arm>    },F&P Manufacturing Inc.
817,Welche Organisation war der Produzent von Querlenker?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_arm>    },F&P Manufacturing Inc.
818,Welche Organisationen sind die Produzenten von Querlenker?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_arm>    },F&P Manufacturing Inc.
819,Welche Organisationen waren die Produzenten von Querlenker?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_arm>    },F&P Manufacturing Inc.
820,Gib mir den Produzenten von Regelkreis?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_system>    },"Woodward, Inc."
821,Gib mir die Produzenten von Regelkreis?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_system>    },"Woodward, Inc."
822,Was ist der Produzent von Regelkreis?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_system>    },"Woodward, Inc."
823,Was sind die Produzenten von Regelkreis?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_system>    },"Woodward, Inc."
824,Was war der Produzent von Regelkreis?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_system>    },"Woodward, Inc."
825,Was waren die Produzenten von Regelkreis?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_system>    },"Woodward, Inc."
826,Welche Organisation ist der Produzent von Regelkreis?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_system>    },"Woodward, Inc."
827,Welche Organisation war der Produzent von Regelkreis?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_system>    },"Woodward, Inc."
828,Welche Organisationen sind die Produzenten von Regelkreis?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_system>    },"Woodward, Inc."
829,Welche Organisationen waren die Produzenten von Regelkreis?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_system>    },"Woodward, Inc."
830,Gib mir den Produzenten von Stellventil?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_valve>    },Flowserve
831,Gib mir die Produzenten von Stellventil?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_valve>    },Flowserve
832,Was ist der Produzent von Stellventil?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_valve>    },Flowserve
833,Was sind die Produzenten von Stellventil?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_valve>    },Flowserve
834,Was war der Produzent von Stellventil?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_valve>    },Flowserve
835,Was waren die Produzenten von Stellventil?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_valve>    },Flowserve
836,Welche Organisation ist der Produzent von Stellventil?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_valve>    },Flowserve
837,Welche Organisation war der Produzent von Stellventil?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_valve>    },Flowserve
838,Welche Organisationen sind die Produzenten von Stellventil?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_valve>    },Flowserve
839,Welche Organisationen waren die Produzenten von Stellventil?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Control_valve>    },Flowserve
840,Gib mir den Produzenten von Autobahn?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Controlled-access_highway>    },Stretto di Messina
841,Gib mir die Produzenten von Autobahn?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Controlled-access_highway>    },Stretto di Messina
842,Was ist der Produzent von Autobahn?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Controlled-access_highway>    },Stretto di Messina
843,Was sind die Produzenten von Autobahn?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Controlled-access_highway>    },Stretto di Messina
844,Was war der Produzent von Autobahn?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Controlled-access_highway>    },Stretto di Messina
845,Was waren die Produzenten von Autobahn?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Controlled-access_highway>    },Stretto di Messina
846,Welche Organisation ist der Produzent von Autobahn?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Controlled-access_highway>    },Stretto di Messina
847,Welche Organisation war der Produzent von Autobahn?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Controlled-access_highway>    },Stretto di Messina
848,Welche Organisationen sind die Produzenten von Autobahn?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Controlled-access_highway>    },Stretto di Messina
849,Welche Organisationen waren die Produzenten von Autobahn?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Controlled-access_highway>    },Stretto di Messina
850,Gib mir den Produzenten von Convenience Food?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Convenience_food>    },Hilcona
851,Gib mir die Produzenten von Convenience Food?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Convenience_food>    },Hilcona
852,Was ist der Produzent von Convenience Food?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Convenience_food>    },Hilcona
853,Was sind die Produzenten von Convenience Food?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Convenience_food>    },Hilcona
854,Was war der Produzent von Convenience Food?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Convenience_food>    },Hilcona
855,Was waren die Produzenten von Convenience Food?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Convenience_food>    },Hilcona
856,Welche Organisation ist der Produzent von Convenience Food?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Convenience_food>    },Hilcona
857,Welche Organisation war der Produzent von Convenience Food?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Convenience_food>    },Hilcona
858,Welche Organisationen sind die Produzenten von Convenience Food?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Convenience_food>    },Hilcona
859,Welche Organisationen waren die Produzenten von Convenience Food?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Convenience_food>    },Hilcona
860,Gib mir den Produzenten von Convenience Shop?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Convenience_store>    },Mercator (retail)
861,Gib mir die Produzenten von Convenience Shop?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Convenience_store>    },Mercator (retail)
862,Was ist der Produzent von Convenience Shop?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Convenience_store>    },Mercator (retail)
863,Was sind die Produzenten von Convenience Shop?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Convenience_store>    },Mercator (retail)
864,Was war der Produzent von Convenience Shop?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Convenience_store>    },Mercator (retail)
865,Was waren die Produzenten von Convenience Shop?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Convenience_store>    },Mercator (retail)
866,Welche Organisation ist der Produzent von Convenience Shop?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Convenience_store>    },Mercator (retail)
867,Welche Organisation war der Produzent von Convenience Shop?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Convenience_store>    },Mercator (retail)
868,Welche Organisationen sind die Produzenten von Convenience Shop?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Convenience_store>    },Mercator (retail)
869,Welche Organisationen waren die Produzenten von Convenience Shop?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Convenience_store>    },Mercator (retail)
870,Gib mir den Produzenten von F??rderband?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Conveyor_belt>    },Transmin
871,Gib mir die Produzenten von F??rderband?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Conveyor_belt>    },Transmin
872,Was ist der Produzent von F??rderband?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Conveyor_belt>    },Transmin
873,Was sind die Produzenten von F??rderband?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Conveyor_belt>    },Transmin
874,Was war der Produzent von F??rderband?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Conveyor_belt>    },Transmin
875,Was waren die Produzenten von F??rderband?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Conveyor_belt>    },Transmin
876,Welche Organisation ist der Produzent von F??rderband?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Conveyor_belt>    },Transmin
877,Welche Organisation war der Produzent von F??rderband?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Conveyor_belt>    },Transmin
878,Welche Organisationen sind die Produzenten von F??rderband?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Conveyor_belt>    },Transmin
879,Welche Organisationen waren die Produzenten von F??rderband?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Conveyor_belt>    },Transmin
880,Gib mir den Produzenten von Panzerf??rderer?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Conveyor_chain>    },Tsubakimoto Chain
881,Gib mir die Produzenten von Panzerf??rderer?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Conveyor_chain>    },Tsubakimoto Chain
882,Was ist der Produzent von Panzerf??rderer?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Conveyor_chain>    },Tsubakimoto Chain
883,Was sind die Produzenten von Panzerf??rderer?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Conveyor_chain>    },Tsubakimoto Chain
884,Was war der Produzent von Panzerf??rderer?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Conveyor_chain>    },Tsubakimoto Chain
885,Was waren die Produzenten von Panzerf??rderer?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Conveyor_chain>    },Tsubakimoto Chain
886,Welche Organisation ist der Produzent von Panzerf??rderer?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Conveyor_chain>    },Tsubakimoto Chain
887,Welche Organisation war der Produzent von Panzerf??rderer?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Conveyor_chain>    },Tsubakimoto Chain
888,Welche Organisationen sind die Produzenten von Panzerf??rderer?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Conveyor_chain>    },Tsubakimoto Chain
889,Welche Organisationen waren die Produzenten von Panzerf??rderer?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Conveyor_chain>    },Tsubakimoto Chain
890,Gib mir den Produzenten von K??hlmittel?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Coolant>    },Mayfran International
891,Gib mir die Produzenten von K??hlmittel?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Coolant>    },Mayfran International
892,Was ist der Produzent von K??hlmittel?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Coolant>    },Mayfran International
893,Was sind die Produzenten von K??hlmittel?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Coolant>    },Mayfran International
894,Was war der Produzent von K??hlmittel?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Coolant>    },Mayfran International
895,Was waren die Produzenten von K??hlmittel?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Coolant>    },Mayfran International
896,Welche Organisation ist der Produzent von K??hlmittel?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Coolant>    },Mayfran International
897,Welche Organisation war der Produzent von K??hlmittel?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Coolant>    },Mayfran International
898,Welche Organisationen sind die Produzenten von K??hlmittel?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Coolant>    },Mayfran International
899,Welche Organisationen waren die Produzenten von K??hlmittel?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Coolant>    },Mayfran International
900,Gib mir den Produzenten von K??hlbox?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cooler>    },Pelican Products
901,Gib mir die Produzenten von K??hlbox?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cooler>    },Pelican Products
902,Was ist der Produzent von K??hlbox?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cooler>    },Pelican Products
903,Was sind die Produzenten von K??hlbox?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cooler>    },Pelican Products
904,Was war der Produzent von K??hlbox?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cooler>    },Pelican Products
905,Was waren die Produzenten von K??hlbox?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cooler>    },Pelican Products
906,Welche Organisation ist der Produzent von K??hlbox?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cooler>    },Pelican Products
907,Welche Organisation war der Produzent von K??hlbox?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cooler>    },Pelican Products
908,Welche Organisationen sind die Produzenten von K??hlbox?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cooler>    },Pelican Products
909,Welche Organisationen waren die Produzenten von K??hlbox?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cooler>    },Pelican Products
910,Gib mir den Produzenten von Abk??hlung?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cooling>    },Ugur Group Companies
911,Gib mir die Produzenten von Abk??hlung?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cooling>    },Ugur Group Companies
912,Was ist der Produzent von Abk??hlung?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cooling>    },Ugur Group Companies
913,Was sind die Produzenten von Abk??hlung?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cooling>    },Ugur Group Companies
914,Was war der Produzent von Abk??hlung?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cooling>    },Ugur Group Companies
915,Was waren die Produzenten von Abk??hlung?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cooling>    },Ugur Group Companies
916,Welche Organisation ist der Produzent von Abk??hlung?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cooling>    },Ugur Group Companies
917,Welche Organisation war der Produzent von Abk??hlung?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cooling>    },Ugur Group Companies
918,Welche Organisationen sind die Produzenten von Abk??hlung?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cooling>    },Ugur Group Companies
919,Welche Organisationen waren die Produzenten von Abk??hlung?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cooling>    },Ugur Group Companies
920,Gib mir den Produzenten von Koordinatenmessger??t?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Coordinate-measuring_machine>    },Carl Zeiss AG
921,Gib mir die Produzenten von Koordinatenmessger??t?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Coordinate-measuring_machine>    },Carl Zeiss AG
922,Was ist der Produzent von Koordinatenmessger??t?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Coordinate-measuring_machine>    },Carl Zeiss AG
923,Was sind die Produzenten von Koordinatenmessger??t?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Coordinate-measuring_machine>    },Carl Zeiss AG
924,Was war der Produzent von Koordinatenmessger??t?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Coordinate-measuring_machine>    },Carl Zeiss AG
925,Was waren die Produzenten von Koordinatenmessger??t?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Coordinate-measuring_machine>    },Carl Zeiss AG
926,Welche Organisation ist der Produzent von Koordinatenmessger??t?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Coordinate-measuring_machine>    },Carl Zeiss AG
927,Welche Organisation war der Produzent von Koordinatenmessger??t?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Coordinate-measuring_machine>    },Carl Zeiss AG
928,Welche Organisationen sind die Produzenten von Koordinatenmessger??t?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Coordinate-measuring_machine>    },Carl Zeiss AG
929,Welche Organisationen waren die Produzenten von Koordinatenmessger??t?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Coordinate-measuring_machine>    },Carl Zeiss AG
930,Gib mir den Produzenten von Kupfer?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Copper>    },Thompson Creek Metals
931,Gib mir die Produzenten von Kupfer?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Copper>    },Thompson Creek Metals
932,Was ist der Produzent von Kupfer?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Copper>    },Thompson Creek Metals
933,Was sind die Produzenten von Kupfer?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Copper>    },Thompson Creek Metals
934,Was war der Produzent von Kupfer?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Copper>    },Thompson Creek Metals
935,Was waren die Produzenten von Kupfer?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Copper>    },Thompson Creek Metals
936,Welche Organisation ist der Produzent von Kupfer?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Copper>    },Thompson Creek Metals
937,Welche Organisation war der Produzent von Kupfer?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Copper>    },Thompson Creek Metals
938,Welche Organisationen sind die Produzenten von Kupfer?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Copper>    },Thompson Creek Metals
939,Welche Organisationen waren die Produzenten von Kupfer?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Copper>    },Thompson Creek Metals
941,der Produzent von Wechselstrommotor,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/AC_motor>    },Saietta Group
942,die Produzenten von Wechselstrommotor,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/AC_motor>    },Saietta Group
943,der Produzent von Lufia,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Lufia>    },Natsume (company)
944,die Produzenten von Lufia,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Lufia>    },Natsume (company)
945,der Produzent von Luxusgut,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Luxury_goods>    },Standun
946,die Produzenten von Luxusgut,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Luxury_goods>    },Standun
947,der Produzent von M&M???s,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/M&M's>    },"Mars, Incorporated"
948,die Produzenten von M&M???s,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/M&M's>    },"Mars, Incorporated"
949,der Produzent von M16 (Gewehr),select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/M16_rifle>    },Sabre Defence
950,die Produzenten von M16 (Gewehr),select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/M16_rifle>    },Sabre Defence
951,der Produzent von MAG (Computerspiel),select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MAG_(video_game)>    },Zipper Interactive
952,die Produzenten von MAG (Computerspiel),select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MAG_(video_game)>    },Zipper Interactive
953,der Produzent von Matlab,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MATLAB>    },MathWorks
954,die Produzenten von Matlab,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MATLAB>    },MathWorks
955,der Produzent von MDK (Computerspiel),select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MDK_(video_game)>    },Shiny Entertainment
956,die Produzenten von MDK (Computerspiel),select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MDK_(video_game)>    },Shiny Entertainment
957,der Produzent von MGB (Auto),select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MG_MGB>    },British Motor Corporation
958,die Produzenten von MGB (Auto),select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MG_MGB>    },British Motor Corporation
959,der Produzent von MG Motor UK,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MG_Motor>    },Austin Motor Company
960,die Produzenten von MG Motor UK,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MG_Motor>    },Austin Motor Company
961,der Produzent von MIPS-Architektur,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MIPS_architecture>    },Lemote
962,die Produzenten von MIPS-Architektur,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MIPS_architecture>    },Lemote
963,der Produzent von MODE32,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MODE32>    },Connectix
